case_id,source,preconditions,steps,expected,status,environment,evidence,actual_result,remaining_or_blocker
DBG-05,PROTOCOL_CASES.md:66,测试板，低亮度已设,全亮发送先取消再确认；维护重启/清用户表情先取消；清除用测试副本并确认,取消无板命令；确认才执行；默认表情保留；重启显示断连与恢复；校准重置另行记录原值,阻塞,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）; evidence/se.log:472,无完整运行证据；静态设计不计通过；Debug CLEAR确认弹窗取消成功且本地启动动画重播结束返回Debug通过；未发送维护命令，未测连续双重播/真实清除,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-06,PROTOCOL_CASES.md:67,替身回复ERR或ok:false,原始命令无效JSON/未确认尝试发送；有效确认后分别拒绝/超时/成功,无效/未确认不发送；拒绝与传输失败区别可见；结果保留，不虚报成功,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1712#testCommandRejectsFirmwareReplyWithOkFalse,部分自动化证据：普通command封装拒绝ok:false通过；Debug原始命令UI/统计/超时路径不同未覆盖；testCommandRejectsFirmwareReplyWithOkFalse=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
DBG-07,PROTOCOL_CASES.md:68,替身STATUS/POWER含未知嵌套字段,刷新→原始数据搜索字段和值→查看原始JSON,未识别字段仍可诊断；不被typed decode抹掉；缺字段不等于false,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1705#testRawDiagnosticsKeepUnknownNestedFieldsAndNullValues,部分自动化证据：未知嵌套字段/数组/null及JSON保留通过；STATUS/POWER真实刷新及搜索UI未覆盖；testRawDiagnosticsKeepUnknownNestedFieldsAndNullValues=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
PERSIST-01,PROTOCOL_CASES.md:69,离线，实时同步关闭,控制画独特草稿；文字编辑未发送文本；后台再终止重启,两份草稿分别恢复；不自动发送，不改变本机/面板表情库，不标记发送成功,未测试,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness；另iPhone17Pro/iOS27,evidence/frozen-baseline.log:1730#testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced; evidence/ios27.log:285#AcceptanceDefaultsTests.testRealtimeOutputIsOffForANewEditor; evidence/se.log:892; evidence/ios27.log:994,部分自动化证据：DraftStorage临时目录原子写替换通过；不证明实际控制/文字模型恢复、文件损坏与UI写失败；testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced=通过；另有新编辑器默认livePreview关闭要求回归失败（iOS27，冻结产品加后续harness）；不等于本例手动关闭后的行为失败；真实TextEditor输入中英日emoji换行，后台及重启恢复文字通过；速度/控制草稿/存储失败等原用例剩余步骤未测,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
PERSIST-02,PROTOCOL_CASES.md:70,可注入草稿文件损坏/写失败的测试环境,原有效草稿→写新内容失败→重启；另做损坏JSON恢复,原有效文件不被半写破坏；错误可见；恢复策略清楚；不静默宣称保存成功,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1730#testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced,部分自动化证据：DraftStorage临时目录原子写替换通过；不证明实际控制/文字模型恢复、文件损坏与UI写失败；testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
CROSS-01,PROTOCOL_CASES.md:71,真板，六源均可启动,分别手动/自动/文字/口型/演出/Debug启动后用另一源替换；每对至少一次，记录30个有向切换,当前输出唯一；旧源停止或按设计本地音频继续，旧帧/旧回应不覆盖新源,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/frozen-baseline.log:1716#testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame; evidence/frozen-baseline.log:1710#testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,部分自动化证据：假transport过期队列/在途取消与迟到响应隔离通过；全部输出源/页面UI/物理LED步骤未全部覆盖；testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame=通过；testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply=通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CROSS-02,PROTOCOL_CASES.md:72,可延迟setFrame替身,挂起Debug帧A、排队帧B→手动新session→取消旧请求→发新帧C→释放旧应答,A/B不发布，B不发送；新帧C继续完成；现有测试可作自动化基础,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板；模型子项在SE3/iOS26.5专用模拟器完成（冻结产品+新增harness）,evidence/frozen-baseline.log:1716#testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame; evidence/frozen-baseline.log:1710#testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply; evidence/models-retry.log:146#testReleaseOutputClearsPlaybackBindingAndPhaseButKeepsUnsentDraft,部分自动化证据：假transport过期队列/在途取消与迟到响应隔离通过；全部输出源/页面UI/物理LED步骤未全部覆盖；testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame=通过；testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply=通过；离线模型子项testReleaseOutputClearsPlaybackBindingAndPhaseButKeepsUnsentDraft通过；不证明触摸/触感/UI/真实循环与面板时序,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
CROSS-03,PROTOCOL_CASES.md:73,真机口型权限未决定,点开始→权限弹窗时离开口型→允许；另做后台和断连,不迟到启动麦克风；后台/离开/断连释放；恢复需明确开始,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CROSS-04,PROTOCOL_CASES.md:74,真机演出音频播放中,断开板→观察本地音频→恢复连接→明确重新同步,音频按设计继续；重连不擅自把旧演出覆盖新板；明确同步后恢复LED,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
PROTO-01,PROTOCOL_CASES.md:75,网络替身,MORE分3段响应同seq/type，穿插EV_STATUS；另错type/错seq/ERR,仅正确应答聚合一次；事件独立处理；错匹配不结束请求；ERR抛错,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:75（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
PROTO-02,PROTOCOL_CASES.md:76,GET_FACES替身含gen前缀,多页下载；第二页409→新gen从0重试；再一次409,不拼接两个文档；最多一次重启，第二次错误可见,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:76（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
PROTO-03,PROTOCOL_CASES.md:77,blob替身，分别scroll/bitmap/faces,不同chunkMax上传；插400 expectedOffset、断连、取消；再发新任务,raw scroll切片47字节整倍数；offset正确；有限重同步；取消无旧提交覆盖新会话,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:77（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
PROTO-04,PROTOCOL_CASES.md:78,可控超时替身,挂255请求再第256；另超时后等超过2秒、绕回seq再投旧回复,无continuation丢失/新请求误完成；资源耗尽应受控失败；静态风险5待证实,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:78（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
SNAP-NAV-001,SNAPSHOT_DELTA.md:189,iOS 26，未连接,点附件摘要；关闭；进入设置并点连接设置,摘要打开面板控制 sheet；连接只从设置进入；关闭不换标签,未测试,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:189（静态差异，非运行证据）,冻结版替代用例；无完整运行证据,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
SNAP-NAV-002,SNAPSHOT_DELTA.md:190,可传启动参数,分别以 `faces/connect/debug` 启动,`faces` 停在控制；`connect` 停在设置根；`debug` 推入 Debug,未测试,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:190（静态差异，非运行证据）,冻结版替代用例；无完整运行证据,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
SNAP-CTL-001,SNAPSHOT_DELTA.md:191,iOS 26，已连接，实时预览关闭,编辑控制草稿；点附件最右发送,只由附件发送；进度可见；附件操作不展开 sheet,阻塞,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:191（静态差异，非运行证据）; evidence/serial-status.txt; evidence/serial-retry.txt,冻结版替代用例；无完整运行证据,status两次0字节；DeviceHub全屏API缺失及应用超时，硬件链路不可执行
SNAP-CTL-002,SNAPSHOT_DELTA.md:192,iOS 17，已连接，实时预览关闭,编辑草稿；检查控制页、设置和控制中心所有可见操作,记录是否有明确可达的发送动作；若无，引用冻结代码和录屏交产品范围判定,阻塞,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:192（静态差异，非运行证据）; evidence/runtimes.json,冻结版替代用例；无完整运行证据,iOS17 runtime缺失；SNAP-FACE-001的iOS26分支在本索引也未确认完成
SNAP-CTL-003,SNAPSHOT_DELTA.md:193,未连接,编辑草稿；检查保存；重启后恢复,面板保存禁用；不存在本机库保存入口；草稿持久化仍应工作,未测试,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,SNAPSHOT_DELTA.md:193（静态差异，非运行证据）; evidence/ios27.log:285#AcceptanceDefaultsTests.testRealtimeOutputIsOffForANewEditor; evidence/se.log:789,冻结版替代用例；无完整运行证据；另有新编辑器默认livePreview关闭要求回归失败（iOS27，冻结产品加后续harness）；不等于本例手动关闭后的行为失败；确认冻结UI离线保存按钮存在但禁用，与本SNAP记录冻结事实一致；本例编辑/草稿重启尚未执行，不标整例通过,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
SNAP-CTL-004,SNAPSHOT_DELTA.md:194,VoiceOver,不用坐标拖画，尝试指定并修改某一 LED,记录是否存在等效可操作路径；冻结版没有旧 Stepper，不以静态阅读代替结果,未测试,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:194（静态差异，非运行证据）,冻结版替代用例；无完整运行证据,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
SNAP-FACE-001,SNAPSHOT_DELTA.md:195,iOS 17 与 iOS 26 各一次,按实际导航进入表情库,iOS 17：设置→控制中心→管理表情；iOS 26：附件→控制中心→管理表情,阻塞,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,SNAPSHOT_DELTA.md:195（静态差异，非运行证据）; evidence/runtimes.json; evidence/se.log:758,冻结版替代用例；无完整运行证据；实际经附件面板控制→管理表情进入表情库；旧全亮组合测试定位失败不再是库入口不可达证据；关闭返回/在线分支/iOS17未全测,iOS17 runtime缺失；SNAP-FACE-001的iOS26分支在本索引也未确认完成
SNAP-FACE-002,SNAPSHOT_DELTA.md:196,未连接/已连接各一次,遍历表情库全部控件,记录仅面板库可见；没有本机切换、搜索、详情、多选、复制、撤销入口,阻塞,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,SNAPSHOT_DELTA.md:196（静态差异，非运行证据）; evidence/serial-status.txt; evidence/serial-retry.txt; evidence/se.log:758,冻结版替代用例；无完整运行证据；已进入冻结表情库，确认本机位置缺失；该SNAP要求记录冻结现状，不能把此观察自动判SNAP失败；其他控件与在线分支未全测,status两次0字节；DeviceHub全屏API缺失及应用超时，硬件链路不可执行
SNAP-FACE-003,SNAPSHOT_DELTA.md:197,面板有默认及用户表情,从表情库和控制中心分别触发编辑,记录停留页面、反馈、控制草稿、目标 ID/连接代次和后续保存库,阻塞,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:197（静态差异，非运行证据）; evidence/serial-status.txt; evidence/serial-retry.txt,冻结版替代用例；无完整运行证据,status两次0字节；DeviceHub全屏API缺失及应用超时，硬件链路不可执行
SNAP-CC-001,SNAPSHOT_DELTA.md:198,iOS 26，已连接,逐一操作附件上一步、下一步、自动、颜色、发送；分别点摘要和控件,五项控制各执行一次且不会展开；摘要才展开；面板和展开页一致,阻塞,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:198（静态差异，非运行证据）; evidence/serial-status.txt; evidence/serial-retry.txt,冻结版替代用例；无完整运行证据,status两次0字节；DeviceHub全屏API缺失及应用超时，硬件链路不可执行
SNAP-CONN-001,SNAPSHOT_DELTA.md:199,所有连接环境,从设置进入连接；完成 BLE/家庭/直连/个人热点路径,全部位于同一 Form；记录各阶段实际可见文案，不套用旧子页或手机 SSID 预期,阻塞,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:199（静态差异，非运行证据）; evidence/serial-status.txt; evidence/serial-retry.txt,冻结版替代用例；无完整运行证据,status两次0字节；DeviceHub全屏API缺失及应用超时，硬件链路不可执行
SNAP-LIVE-001,SNAPSHOT_DELTA.md:200,当前选中内置演出,在歌曲 Picker 选择“自定义…”,记录是否能显示音频/脚本入口并完成自定义选择；失败时保留页面和选择态证据,未测试,16:35冻结产品及后续测试harness；按前置待执行,SNAPSHOT_DELTA.md:200（静态差异，非运行证据）,冻结版替代用例；无完整运行证据,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
SNAP-UI-001,SNAPSHOT_DELTA.md:201,iPad 窄/宽窗口与最大字号,遍历控制、文字、口型、演出,按冻结版单栏 List 验证可滚动、无裁切、状态不丢；不要求 760 pt 双栏,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,SNAPSHOT_DELTA.md:201（静态差异，非运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/ipad-screen-retry-summary.json; evidence/screenshots/ipad-full-layout-3-tab-4.png,冻结版替代用例；无完整运行证据；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；最终iPad整屏复测2项通过，五标签横竖屏/繁中英日最大字号点击；旧app截图裁剪未判产品缺陷；完整分屏/键盘/全部页面仍未测,核对实际冻结入口结果和剩余步骤；不能复用旧入口断言
